"SessionID","Configuration Name","Observer","DeviceID","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Focal Name","All Occurrence Value","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Interval Channel 2 Name","Interval Channel 2 Value","Interval Channel 3 Name","Interval Channel 3 Value","Interval Channel 3 Social Modifier","Interval Channel 4 Name","Interval Channel 4 Value","Interval Channel 4 Social Modifier","Interval Channel 5 Name","Interval Channel 5 Value","Interval Channel 6 Name","Interval Channel 6 Value","Interval Channel 7 Name","Interval Channel 7 Value","Interval Channel 8 Name","Interval Channel 8 Value","Interval Channel 9 Name","Interval Channel 9 Value","Interval Channel 10 Name","Interval Channel 10 Value"
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","5","","","","","","","","","","","","","","","","","","","","","",""
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","6","","","","","","","","","","","","","","","","","","","","","",""
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","6","","","","","","","","","","","","","","","","","","","","","",""
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","7","","","","","","","","","","","","","","","","","","","","","",""
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","7","","","","","","","","","","","","","","","","","","","","","",""
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","8","","","","","","","","","","","","","","","","","","","","","",""
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","8","","","","","","","","","","","","","","","","","","","","","",""
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","9","","","","","","","","","","","","","","","","","","","","","",""
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","9","","","","","","","","","","","","","","","","","","","","","",""
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","10","","","","","","","","","","","","","","","","","","","","","",""
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","10","","","","","","","","","","","","","","","","","","","","","",""
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","11","","","","","","","","","","","","","","","","","","","","","",""
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","11","","","","","","","","","","","","","","","","","","","","","",""
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","2017-11-26 14:20:14","2017-11-26","14:20:14","2017","11","14","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","12","","","","","","","","","","","","","","","","","","","","","Other","Other"
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","2017-11-26 14:21:14","2017-11-26","14:21:14","2017","11","14","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","13","","","Locomotion","Walking","","","","","","","","","","","","","","","","","",""
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","2017-11-26 14:22:14","2017-11-26","14:22:14","2017","11","14","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","14","","","","","","","","","","","","","","","","","","","","","Other","Other"
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","15","","","","","","","","","","","","","","","","","","","","","",""
"17","Mini Equine","Arlisa Homan","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-26 14:07:50","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","15","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","1","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","1","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","2","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","2","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","3","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","3","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","4","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","4","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","5","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","5","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","6","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","6","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","7","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","7","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","8","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","8","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","9","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","9","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","2017-12-08 15:31:32","2017-12-08","15:31:32","2017","12","15","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","10","","","","","Social","Grooming","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","2017-12-08 15:32:32","2017-12-08","15:32:32","2017","12","15","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","11","","","","","Social","Grooming","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","12","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","12","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","13","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","13","","","","","","","","","","","","","","","","","","","","","",""
"32","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-08 15:21:27","","2017-12-08 15:35:32","2017-12-08","15:35:32","2017","12","15","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","14","","","Locomotion","Walking","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","1","","","","","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","1","","","","","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","2","","","","","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","2","","","","","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","3","","","","","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","3","","","","","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","2017-12-10 13:43:53","2017-12-10","13:43:53","2017","12","13","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","4","","","Locomotion","Walking","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","2017-12-10 13:44:53","2017-12-10","13:44:53","2017","12","13","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","5","","","","","Social","Vocalization","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","6","","","","","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","6","","","","","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","7","","","","","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","7","","","","","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","8","","","","","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","8","","","","","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","2017-12-10 13:48:53","2017-12-10","13:48:53","2017","12","13","Brooke,Rosie","15.00","","600x600","","Interval","BB","","9","","","","","Social","Vocalization","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","2017-12-10 13:48:53","2017-12-10","13:48:53","2017","12","13","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","9","","","","","Social","Vocalization","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","2017-12-10 13:49:53","2017-12-10","13:49:53","2017","12","13","Brooke,Rosie","15.00","","600x600","","Interval","BB","","10","","","","","Social","Vocalization","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","11","","","","","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","11","","","","","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","2017-12-10 13:51:53","2017-12-10","13:51:53","2017","12","13","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","12","","","Locomotion","Walking","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","2017-12-10 13:52:53","2017-12-10","13:52:53","2017","12","13","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","13","","","Locomotion","Walking","Social","Vocalization","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","14","","","","","","","","","","","","","","","","","","","","","",""
"35","Mini Equine","Jenn Wright","5a4b9712-2ebf-4a67-a708-2a0a0a69d543","2017-12-10 13:39:45","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","14","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","1","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","1","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","2","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","2","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","3","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","3","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","2018-02-07 15:22:49","2018-02-07","15:22:49","2018","2","15","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","4","","","Locomotion","Walking","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","5","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","5","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","6","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","6","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","7","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","7","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","8","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","8","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","2018-02-07 15:27:49","2018-02-07","15:27:49","2018","2","15","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","9","","","Locomotion","Walking","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","2018-02-07 15:28:49","2018-02-07","15:28:49","2018","2","15","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","10","","","Locomotion","Walking","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","11","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","11","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","12","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","12","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","13","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","13","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","14","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Rosie","","14","","","","","","","","","","","","","","","","","","","","","",""
"65","Mini Equine","Jeannette Schwab","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2018-02-07 15:18:44","","","","","","","","Brooke,Rosie","15.00","","600x600","","Interval","Brooke","","15","","","","","","","","","","","","","","","","","","","","","",""
