"SessionID","Configuration Name","Observer","DeviceID","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Focal Name","All Occurrence Value","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Interval Channel 2 Name","Interval Channel 2 Value","Interval Channel 2 Social Modifier","Interval Channel 3 Name","Interval Channel 3 Value","Interval Channel 3 Social Modifier"
"4","NARO","Laura Pilarski","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-14 15:08:57","","2017-11-14 15:18:06","2017-11-14","15:18:06","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","9","Active","Swimming","","","","","",""
"4","NARO","Laura Pilarski","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-14 15:08:57","","2017-11-14 15:19:06","2017-11-14","15:19:06","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","10","Active","Swimming","","","","","",""
"4","NARO","Laura Pilarski","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-14 15:08:57","","2017-11-14 15:19:06","2017-11-14","15:19:06","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","10","Active","Swimming","","","","","",""
"4","NARO","Laura Pilarski","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-14 15:08:57","","2017-11-14 15:20:06","2017-11-14","15:20:06","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","11","Active","Swimming","","","","","",""
"4","NARO","Laura Pilarski","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-14 15:08:57","","2017-11-14 15:20:06","2017-11-14","15:20:06","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","11","Active","Swimming","","","","","",""
"4","NARO","Laura Pilarski","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-14 15:08:57","","2017-11-14 15:21:06","2017-11-14","15:21:06","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","12","Active","Swimming","","","","","",""
"4","NARO","Laura Pilarski","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-14 15:08:57","","2017-11-14 15:21:06","2017-11-14","15:21:06","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","12","Active","Swimming","","","","","",""
"4","NARO","Laura Pilarski","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-14 15:08:57","","2017-11-14 15:22:06","2017-11-14","15:22:06","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","13","Active","Swimming","","","","","",""
"4","NARO","Laura Pilarski","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-14 15:08:57","","2017-11-14 15:22:06","2017-11-14","15:22:06","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","13","Active","Swimming","","","","","",""
"4","NARO","Laura Pilarski","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-14 15:08:57","","2017-11-14 15:23:06","2017-11-14","15:23:06","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","14","Active","Investigating","","","","","",""
"4","NARO","Laura Pilarski","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-14 15:08:57","","2017-11-14 15:23:06","2017-11-14","15:23:06","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","14","Active","Investigating","","","","","",""
"4","NARO","Laura Pilarski","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-14 15:08:57","","2017-11-14 15:24:06","2017-11-14","15:24:06","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","15","Active","Swimming","","","","","",""
"4","NARO","Laura Pilarski","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-14 15:08:57","","2017-11-14 15:24:06","2017-11-14","15:24:06","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","15","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:40:14","2017-11-16","15:40:14","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:40:42","2017-11-16","15:40:42","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:42:02","2017-11-16","15:42:02","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:42:27","2017-11-16","15:42:27","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:43:01","2017-11-16","15:43:01","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:43:20","2017-11-16","15:43:20","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:45:13","2017-11-16","15:45:13","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:45:48","2017-11-16","15:45:48","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:46:05","2017-11-16","15:46:05","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:46:20","2017-11-16","15:46:20","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:46:39","2017-11-16","15:46:39","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:47:01","2017-11-16","15:47:01","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:47:20","2017-11-16","15:47:20","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:47:39","2017-11-16","15:47:39","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:48:00","2017-11-16","15:48:00","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:48:19","2017-11-16","15:48:19","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:48:39","2017-11-16","15:48:39","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:49:00","2017-11-16","15:49:00","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:49:19","2017-11-16","15:49:19","2017","11","15","Freyja,Thelma","15.00","","600x600","","All Occurrence","Freyja","Toe sucking","","","","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:37:58","2017-11-16","15:37:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","1","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:37:58","2017-11-16","15:37:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","1","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:38:58","2017-11-16","15:38:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","2","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:38:58","2017-11-16","15:38:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","2","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:39:58","2017-11-16","15:39:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","3","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:40:58","2017-11-16","15:40:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","4","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:40:58","2017-11-16","15:40:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","4","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:41:58","2017-11-16","15:41:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","5","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:41:58","2017-11-16","15:41:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","5","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:42:58","2017-11-16","15:42:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","6","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:43:58","2017-11-16","15:43:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","7","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:43:58","2017-11-16","15:43:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","7","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:44:58","2017-11-16","15:44:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","8","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:44:58","2017-11-16","15:44:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","8","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:45:58","2017-11-16","15:45:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","9","","","At rest","Resting","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:45:58","2017-11-16","15:45:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","9","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:46:58","2017-11-16","15:46:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","10","","","At rest","Resting","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:46:58","2017-11-16","15:46:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","10","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:47:58","2017-11-16","15:47:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","11","","","At rest","Resting","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:47:58","2017-11-16","15:47:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","11","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:48:58","2017-11-16","15:48:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","12","","","At rest","Resting","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:48:58","2017-11-16","15:48:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","12","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:49:58","2017-11-16","15:49:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","13","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:49:58","2017-11-16","15:49:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","13","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:50:58","2017-11-16","15:50:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","14","","","At rest","Resting","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:50:58","2017-11-16","15:50:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","14","Active","Swimming","","","","","",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:51:58","2017-11-16","15:51:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","15","","","","","","Social","Play with object",""
"5","NARO","Brittany Merlo","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-11-16 15:36:52","","2017-11-16 15:51:58","2017-11-16","15:51:58","2017","11","15","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","15","Active","Swimming","","","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:24:44","2017-11-17","14:24:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","1","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:24:44","2017-11-17","14:24:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","1","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:25:44","2017-11-17","14:25:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","2","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:25:44","2017-11-17","14:25:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","2","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:26:44","2017-11-17","14:26:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","3","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:26:44","2017-11-17","14:26:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","3","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:27:44","2017-11-17","14:27:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","4","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:27:44","2017-11-17","14:27:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","4","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:28:44","2017-11-17","14:28:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","5","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:28:44","2017-11-17","14:28:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","5","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:29:44","2017-11-17","14:29:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","6","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:29:44","2017-11-17","14:29:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","6","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:30:44","2017-11-17","14:30:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","7","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:30:44","2017-11-17","14:30:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","7","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:31:44","2017-11-17","14:31:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","8","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:31:44","2017-11-17","14:31:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","8","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:32:44","2017-11-17","14:32:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","9","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:32:44","2017-11-17","14:32:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","9","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:33:44","2017-11-17","14:33:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Freyja","","10","","","At rest","Sleeping","","","",""
"6","NARO","Katie Glatfelter","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-11-17 14:23:38","","2017-11-17 14:33:44","2017-11-17","14:33:44","2017","11","14","Freyja,Thelma","15.00","","600x600","","Interval","Thelma","","10","","","At rest","Sleeping","","","",""
