"SessionID","Configuration Name","Observer","DeviceID","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Focal Name","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Interval Channel 1 Social Modifier","Interval Channel 2 Name","Interval Channel 2 Value","Interval Channel 3 Name","Interval Channel 3 Value"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:52:46","2018-09-24","14:52:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Argentina",2,"","","","Active","Swimming","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:52:46","2018-09-24","14:52:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Azure",2,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:52:46","2018-09-24","14:52:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Dolly",2,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:52:46","2018-09-24","14:52:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Wilmer",2,"","","","Active","Walking/running","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:52:46","2018-09-24","14:52:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Bucky",2,"","","","","","Inactive","Out of sight"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:52:46","2018-09-24","14:52:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Tofu",2,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:52:46","2018-09-24","14:52:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Remy",2,"","","","Active","Preening self","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:52:46","2018-09-24","14:52:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Amor",2,"","","","Active","Walking/running","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:53:46","2018-09-24","14:53:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Mini",3,"","","","","","Inactive","Out of sight"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:53:46","2018-09-24","14:53:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Remington",3,"","","","","","Inactive","Out of sight"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:53:46","2018-09-24","14:53:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Argentina",3,"","","","Active","Swimming","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:53:46","2018-09-24","14:53:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Fluff",3,"","","","Active","Preening self","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:53:46","2018-09-24","14:53:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Azure",3,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:53:46","2018-09-24","14:53:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Dolly",3,"","","","Active","Preening self","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:53:46","2018-09-24","14:53:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Kale",3,"","","","Active","Preening self","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:53:46","2018-09-24","14:53:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Wilmer",3,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:53:46","2018-09-24","14:53:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Bucky",3,"","","","","","Inactive","Out of sight"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:53:46","2018-09-24","14:53:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Tofu",3,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:53:46","2018-09-24","14:53:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Amor",3,"","","","Active","Preening self","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:54:46","2018-09-24","14:54:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Mini",4,"","","","","","Inactive","Out of sight"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:54:46","2018-09-24","14:54:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Remington",4,"","","","","","Inactive","Out of sight"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:54:46","2018-09-24","14:54:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Argentina",4,"","","","Active","Swimming","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:54:46","2018-09-24","14:54:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Dolly",4,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:54:46","2018-09-24","14:54:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Kale",4,"","","","Active","Preening self","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:54:46","2018-09-24","14:54:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Wilmer",4,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:54:46","2018-09-24","14:54:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Bucky",4,"","","","","","Inactive","Out of sight"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:54:46","2018-09-24","14:54:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Tofu",4,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:54:46","2018-09-24","14:54:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Remy",4,"","","","Active","Preening self","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:54:46","2018-09-24","14:54:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Amor",4,"","","","Active","Preening self","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:55:46","2018-09-24","14:55:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Mini",5,"","","","","","Inactive","Out of sight"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:55:46","2018-09-24","14:55:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Remington",5,"","","","","","Inactive","Out of sight"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:55:46","2018-09-24","14:55:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Fluff",5,"","","","Active","Preening self","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:55:46","2018-09-24","14:55:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Azure",5,"","","","Active","Preening self","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:55:46","2018-09-24","14:55:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Kale",5,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:55:46","2018-09-24","14:55:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Wilmer",5,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:55:46","2018-09-24","14:55:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Bucky",5,"","","","","","Inactive","Out of sight"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:55:46","2018-09-24","14:55:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Tofu",5,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:55:46","2018-09-24","14:55:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Remy",5,"","","","","","Inactive","Out of sight"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:55:46","2018-09-24","14:55:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Amor",5,"","","","Active","Preening self","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:56:46","2018-09-24","14:56:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Mini",6,"","","","","","Inactive","Out of sight"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:56:46","2018-09-24","14:56:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Remington",6,"","","","","","Inactive","Out of sight"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:56:46","2018-09-24","14:56:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Argentina",6,"","","","Active","Swimming","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:56:46","2018-09-24","14:56:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Fluff",6,"","","","Active","Preening self","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:56:46","2018-09-24","14:56:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Azure",6,"","","","Active","Preening self","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:56:46","2018-09-24","14:56:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Dolly",6,"","","","Active","Preening self","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:56:46","2018-09-24","14:56:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Kale",6,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:56:46","2018-09-24","14:56:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Bucky",6,"","","","","","Inactive","Out of sight"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:56:46","2018-09-24","14:56:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Tofu",6,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:56:46","2018-09-24","14:56:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Remy",6,"","","","Active","Walking/running","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:56:46","2018-09-24","14:56:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Amor",6,"","","","Active","Preening self","",""
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:57:46","2018-09-24","14:57:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Remington",7,"","","","","","Inactive","Out of sight"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:57:46","2018-09-24","14:57:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Fluff",7,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:57:46","2018-09-24","14:57:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Azure",7,"","","","","","Inactive","Resting/sleeping"
254,"Animal","Strike","fec64e9b-ff9b-4fe1-8710-c140662355ed","2018-09-24 14:50:45","2018-09-24 15:05:45","2018-09-24 14:57:46","2018-09-24","14:57:46",2018,9,14,"Mini,Bucky,Remy,Fluff,Wilmer,Amor,Dolly,Kale,Azure,Argentina,Tofu,Remington,Cherry",15,NA,"600x600",NA,"Interval","Kale",7,"","","","","","Inactive","Resting/sleeping"
