"SessionID","Configuration Name","Observer","DeviceID","Session Start Time","Session End Time","DateTime","Date","Time","Year","Month","Hour","Project Animals","Duration","Grid Size","Image Size","Notes","Channel Type","Focal Name","Frame Number","Interval Channel 1 Name","Interval Channel 1 Value","Interval Channel 2 Name","Interval Channel 2 Value","Interval Channel 2 Social Modifier","Interval Channel 3 Name","Interval Channel 3 Value"
20,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-01 15:11:02","","2017-12-01 15:19:10","2017-12-01","15:19:10",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",8,"Inactive","Resting","","","","",""
20,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-01 15:11:02","","2017-12-01 15:20:10","2017-12-01","15:20:10",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",9,"Inactive","Resting","","","","",""
20,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-01 15:11:02","","2017-12-01 15:20:10","2017-12-01","15:20:10",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",9,"Inactive","Resting","","","","",""
20,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-01 15:11:02","","2017-12-01 15:21:10","2017-12-01","15:21:10",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",10,"Inactive","Resting","","","","",""
20,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-01 15:11:02","","2017-12-01 15:22:10","2017-12-01","15:22:10",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",11,"Inactive","Resting","","","","",""
20,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-01 15:11:02","","2017-12-01 15:23:10","2017-12-01","15:23:10",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",12,"Inactive","Resting","","","","",""
20,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-01 15:11:02","","2017-12-01 15:24:10","2017-12-01","15:24:10",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",13,"Inactive","Resting","","","","",""
20,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-01 15:11:02","","2017-12-01 15:25:10","2017-12-01","15:25:10",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",14,"Inactive","Resting","","","","",""
20,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-01 15:11:02","","2017-12-01 15:25:10","2017-12-01","15:25:10",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",14,"Inactive","Sleeping","","","","",""
20,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-01 15:11:02","","2017-12-01 15:26:10","2017-12-01","15:26:10",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",15,"Inactive","Sleeping","","","","",""
20,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-01 15:11:02","","2017-12-01 15:26:10","2017-12-01","15:26:10",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",15,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:40:27","2017-12-08","11:40:27",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",1,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:41:28","2017-12-08","11:41:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",2,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:41:28","2017-12-08","11:41:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",2,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:42:28","2017-12-08","11:42:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",3,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:42:28","2017-12-08","11:42:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",3,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:43:28","2017-12-08","11:43:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",4,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:43:28","2017-12-08","11:43:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",4,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:44:28","2017-12-08","11:44:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",5,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:45:28","2017-12-08","11:45:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",6,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:45:28","2017-12-08","11:45:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",6,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:46:28","2017-12-08","11:46:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",7,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:47:28","2017-12-08","11:47:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",8,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:47:28","2017-12-08","11:47:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",8,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:48:28","2017-12-08","11:48:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",9,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:48:28","2017-12-08","11:48:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",9,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:49:28","2017-12-08","11:49:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",10,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:49:28","2017-12-08","11:49:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",10,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:50:28","2017-12-08","11:50:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",11,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:51:28","2017-12-08","11:51:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",12,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:51:28","2017-12-08","11:51:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",12,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:52:28","2017-12-08","11:52:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",13,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:52:28","2017-12-08","11:52:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",13,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:53:28","2017-12-08","11:53:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",14,"Inactive","Resting","","","","",""
26,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-08 11:39:17","","2017-12-08 11:53:28","2017-12-08","11:53:28",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",14,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:47:56","2017-12-09","11:47:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",1,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:48:56","2017-12-09","11:48:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",2,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:48:56","2017-12-09","11:48:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",2,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:49:56","2017-12-09","11:49:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",3,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:49:56","2017-12-09","11:49:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",3,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:50:56","2017-12-09","11:50:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",4,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:51:56","2017-12-09","11:51:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",5,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:51:56","2017-12-09","11:51:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",5,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:53:56","2017-12-09","11:53:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",7,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:54:56","2017-12-09","11:54:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",8,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:54:56","2017-12-09","11:54:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",8,"Inactive","Sleeping","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:55:56","2017-12-09","11:55:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",9,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:55:56","2017-12-09","11:55:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",9,"Inactive","Sleeping","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:57:56","2017-12-09","11:57:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",11,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:57:56","2017-12-09","11:57:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",11,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:58:56","2017-12-09","11:58:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",12,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:59:56","2017-12-09","11:59:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",13,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 11:59:56","2017-12-09","11:59:56",2017,12,11,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",13,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 12:00:56","2017-12-09","12:00:56",2017,12,12,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",14,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 12:00:56","2017-12-09","12:00:56",2017,12,12,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",14,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 12:01:56","2017-12-09","12:01:56",2017,12,12,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",15,"Inactive","Resting","","","","",""
38,"Animal","Pumpkin","ab3ebecb-6e6d-4645-929c-0a1be3a261cc","2017-12-09 11:46:44","","2017-12-09 12:01:56","2017-12-09","12:01:56",2017,12,12,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",15,"Inactive","Resting","","","","",""
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:09:38","2017-12-16","15:09:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",1,"","","","","","Other","Out of view"
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:09:38","2017-12-16","15:09:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",1,"Inactive","Resting","","","","",""
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:10:38","2017-12-16","15:10:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",2,"","","","","","Other","Out of view"
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:10:38","2017-12-16","15:10:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",2,"Inactive","Resting","","","","",""
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:11:38","2017-12-16","15:11:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",3,"","","","","","Other","Out of view"
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:11:38","2017-12-16","15:11:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",3,"Inactive","Resting","","","","",""
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:12:38","2017-12-16","15:12:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",4,"","","","","","Other","Out of view"
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:12:38","2017-12-16","15:12:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",4,"Inactive","Resting","","","","",""
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:13:38","2017-12-16","15:13:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",5,"","","","","","Other","Out of view"
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:13:38","2017-12-16","15:13:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",5,"Inactive","Resting","","","","",""
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:15:38","2017-12-16","15:15:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",7,"","","","","","Other","Out of view"
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:16:38","2017-12-16","15:16:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",8,"","","","","","Other","Out of view"
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:16:38","2017-12-16","15:16:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",8,"Inactive","Resting","","","","",""
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:17:38","2017-12-16","15:17:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",9,"","","","","","Other","Out of view"
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:17:38","2017-12-16","15:17:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",9,"Inactive","Resting","","","","",""
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:18:38","2017-12-16","15:18:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",10,"","","","","","Other","Out of view"
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:18:38","2017-12-16","15:18:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Gertrude",10,"Inactive","Resting","","","","",""
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:19:38","2017-12-16","15:19:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",11,"","","","","","Other","Out of view"
43,"Animal","Pumpkin","fec64e9b-ff9b-4fe1-8710-c140662355ed","2017-12-16 15:08:32","","2017-12-16 15:20:38","2017-12-16","15:20:38",2017,12,15,"Gertrude,Fluff,Remington,Elton,Leroy",15,NA,"600x600","","Interval","Bucky",12,"","","","","","Other","Out of view"
